,,AMB/92,,,
39010112,Invest.Ultra-Sonica Vascular S/Registro Grafico,,100,0,0
39010120,Invest.Ultra-Sonica Vascular C/Registro Grafico,,150,0,0
39010139,Invest.Ultra-Sonica Vascular C/Esteira,,200,0,0
39020010,Escleroterapia De Veias (Por Sessao)+Medicacao,,80,0,0
39020029,Honorarios Injecao Intra-Arterial Medicamentosa,,60,0,0
39020037,Bota de Unna - So Honorarios,,80,0,0
39020045,Curativo de Extremidades - So Honorarios,,80,0,0
39020053,Pulsoterapia Venosa Retrograda(Por Dia),,150,0,0
39020061,Fulguracao De Telangiectasias (P/Grupo De 15),,100,0,0
39030016,Disseccao de Veia Ou Colocacao Cateter Venoso,,180,1,1
39030032,"Cirurgia de Hipertensao Porta, Qualquer Tecnica",,"1,750",3,5
39030040,Restauracao Fluxo Venoso (Sind. Pos Trombotica),,"1,400",3,3
39030059,Trombectomia Venosa,,"1,400",3,3
39030075,Interrupcao Veia Cava Inferior Via Transvenosa,,"1,200",2,4
39030083,Interrupcao Cirurgica Veia Cava Inferior,,"1,400",3,4
39030105,Varizes-Tratamento Cirurgico Unilateral,,800,1,3
39030113,Varizes Tratamento Cirurgico (02 Membros),,"1,400",2,5
39030156,Cateterismo De Veia Central Por Puncao,,180,0,1
39030164,Instalacao De Cateter De Longa Permanencia,,300,1,1
39030172,Cirurgia Da Sindrome Pos-Trombotica Unilateral,,"1,300",2,3
39030180,Cirurgia Da Sindrome Pos-Trombotica Bilateral,,"1,800",3,5
39030199,Cirurgia Da Impotencia Coeundi Venosa,,"1,300",2,5
39040119,Cirurgia De Aneurismas,,"1,200",3,4
39040208,Tratamento Cirurgico de Tumor Carotideo,,"1,200",3,4
39040216,Endarterectomia Carotidea - Qualquer Tecnica,,"2,000",3,5
39040224,"Ligadura da Arteria, ou Ramos da, Carotidea",,800,2,4
39040232,Pontes Trans-Cervicais Arteriais -Qualquer Tipo,,"2,000",3,5
39040240,Revascularizacao de Troncos Supra-Aorticos,,"2,500",3,5
39040259,Revascularizacao Arterial de Membro Superior,,"1,400",3,4
39040275,Revascularizacao Visceral Arteria Hipogastrica,,"1,700",3,5
39040283,Revascularizacao Visceral Arteria Mesenterica,,"2,000",3,5
39040291,Revascularizacao Arteria Peniana,,"1,400",2,2
39040305,Revascularizacao Visceral-Arteria Renal Unilat.,,"2,000",3,5
39040313,Revascularizacao Visceral de Tronco Celiaco,,"2,000",3,5
39040321,Angioplastia Trans-Operatoria,,"1,400",2,4
39040330,Arterioplastia Femoral Profunda,,"1,400",2,4
39040348,Endarterectomia Aorto Iliaca,,"2,000",3,5
39040356,Endarterectomia Com Ou Sem Remendo Ileo-Femoral,,"1,400",3,5
39040364,Revascularizacao Aorto-Femoral- Unilateral,,"1,400",3,4
39040372,Revascularizacao Aorto-Bi-Femoral,,"2,500",3,6
39040380,Revascularizacao Aorto-Iliaca- Unilateral,,"1,400",3,5
39040399,Ponte Axilo-Femoral,,"1,400",3,5
39040402,Ponte Axilo-Bi-Femoral,,"1,700",3,5
39040410,Ponte Femoro-Femoral,,"1,300",2,4
39040429,Ponte Femoro-Poplitea,,"1,400",3,5
39040437,Revascularizacao Distal,,"1,600",3,5
39040445,Ponte Aortica-Reoperacao,,"3,000",3,6
39040453,Aneurisma Aorta Abdominal Sub-Renal,,"2,500",3,6
39040461,Aneurisma Carotida; Subclavia; Iliaca,,"1,500",3,5
39040470,Aneurisma da Aortica Toracica-Abdominal (e/ou),,"3,000",4,7
39040488,Aneurisma Arteria Viscerais (Esplenica; Renal),,"2,500",3,6
39040496,Revascularizacao Arteria Mesenterica Inferior,,"1,400",3,5
39040500,Retirada de Protese Infectada (Nao Aortica),,"1,500",3,6
39040518,Revascularizacao Aorto Biiliaca,,"2,600",3,6
39040526,Revascularizacao Da Arterial Renal Bilateral,,"2,500",3,6
39040534,Revascularizacao De Arteria Vertebral,,"2,000",3,5
39040542,"Cirurgia De Aneurisma Axilar,Femural,Popliteo",,"1,400",3,5
39050025,Anastomose Linfo-Venosas,,"1,200",2,4
39050033,Linfangioplastia,,"1,100",2,4
39050041,Linfedema: Resseccao Parcial,,900,1,4
39050050,Linfedema: Resseccao Total,,"1,400",3,5
39050068,Linfedema Genital: Resseccao,,"1,200",2,4
39050076,Hemostasia de Linforragia No Transplante Renal,,"1,000",1,4
39060020,"Neurotripsia, Cada Extremidade",,600,1,2
39060039,"Simpatectomia Lombar, Unilateral",,600,2,3
39060047,Simpatectomia Cervico-Toracica (Cada Lado),,"1,000",2,4
39060055,Sindrome Desfiladeiro Cervico Toracico (P/Lado),,600,2,3
39060063,Simpatectomia Lombar Bilateral,,"1,000",2,4
39060071,Descompressao Neurovascular Cervico Braquial,,"1,200",2,4
39070026,Enxerto de Pele - Cada Extremidade,,550,2,3
39070034,Fasciotomias (Cada Extremidade),,700,1,3
39070042,Nevus - Hemangioma - Tratamento Cirurgico,,250,1,2
39070050,Ulcera Ou Necrose de Extremidade -Debridamento,,250,1,1
39070069,Cirurgia De Hemangiomas Extensos,,"1,000",2,4
39080013,Fistula Aorto-Cava; Reno-Cava e Ilio-Iliaca,,"3,000",3,7
39080021,Fistula Arterio Venosa Cervical Ou Cefalica,,"2,000",3,6
39080030,Fistula Arterio Venosa Intra-Toracica,,"3,000",3,7
39080048,Fistula Arterio Venosa dos Membros,,"1,200",2,4
39080056,Cir.Radical Fistula Arterio Venosa Congenita,,"2,500",3,7
39080064,Fistula Arterio Venosa Congenita-Reducao Fluxo,,"1,800",3,6
39080072,Fistula Arterio Venosa Congenita:Cir.Complem.,,"1,200",2,4
39080080,Fistula/Ma Formacao Vascular Cong. Embolizacao,,"1,800",2,6
39090019,Acesso P/Hemodialise C/Fistula Arterio Venosa,,500,1,2
39090027,Enxerto P/ Fistula Vascular P/ Hemodialise,,"1,100",2,4
39090035,Colocacao Shunt Temporario,,400,1,1
39090043,Colocacao Shunt Definitivo,,"1,000",2,3
39090051,Retirada de Shunt Temporario,,200,1,0
39090060,Retirada de Shunt Definitivo,,"1,000",2,3
39100014,Aneurisma Roto Com Disseccao Aguda da Aorta,,"3,000",4,7
39100022,Embolectomia Ou Trombectomia,,"1,100",2,4
39100030,Lesoes Vasculares Traumaticas Intra-Abdominais,,"2,100",3,6
39100049,Lesoes Vasculares Traumaticas Cervical/Toracica,,"1,300",3,5
39100057,Lesoes Vasculares Traumaticas Membro Inf./Sup.,,"1,100",2,4
39100065,Lesoes Vasculares Traumaticas Intra-Toracicas,,"2,500",4,7
39110010,Amputacao Ao Nivel De Polidactilos,,250,1,1
39110028,Amputacao Ao Nivel Do Pe,,600,1,2
39110036,Amputacao Ao Nivel De Perna,,750,2,3
39110044,Amputacao Ao Nivel De Coxa,,750,2,3
39110052,Desarticulacao Coxo-Femural,,"1,200",3,4
39110060,Amputacao Ao Nivel De Quirodactilos,,350,1,1
39110079,Amputacao Ao Nivel De Mao,,350,1,2
39110087,Amputacao Ao Nivel De Antebraco,,600,2,2
39110095,Amputacao Ao Nivel De Braco,,700,2,3
39110109,Desarticulacao Escapulo-Umeral,,800,3,3
39120015,Angiografias Por Cateter,,446,0,0
39120023,Aortografia Abdominal Trans-Lombar,,223,0,0
39120031,Arteriografia do Membro Superior,,186,0,0
39120040,Arteriografia Membro Inf.Unilateral,,186,0,0
39120058,Flebografia de Membro-Unilateral,,186,0,0
39120066,Linfoangioadenografia,,372,0,0
39120074,Flebografia Retrograda Cateterismo,,446,0,0
39120082,Cavernosografia,,200,0,0
39120090,Farmaco-Cavernosografia Dinamica,,250,0,0
39120104,Cavernosometria,,200,0,0
39120112,Angiografia Digital Arterial,,446,0,0
39120120,Angiografia Digital Via Venosa,,559,0,0
39130010,Quimioterapia Intra-Arterial Regional,,818,0,0
39130029,Embolizacao de Fistulas/Mal-Formacoes AV,,966,0,0
39130037,Tratamento Isquemia P/Inf. Intra-Arterial,,669,0,0
39130045,Tratamento Hematuria/Sangramento Genital,,818,0,0
39130053,"Embolizacao Tumores Rins, Adrenal, Bexiga",,818,0,0
39130061,Quimioterapia Arterial Regional P/Cateterismo,,483,0,0
39130070,Angioplastia Transluminal (Por Vaso),,818,0,0
39130088,Retirada de Corpo Estranho Intra-Vascular,,"1,301",0,0
39130096,Infusao IntraVascular Enzima Trombolitica,,818,0,0
39130100,Embolizacao Fistulas/Malformacao Vascular,,966,0,0
39130118,Embolizacao De Malformacao Vascular Central,,"1,635",0,0
39130126,Tratamento da Epistaxe Por Embolizacao,,"1,152",0,0
39130134,Embolizacao de Tumores da Cabeca E Pescoco,,"1,152",0,0
39130142,Tratamento da Fistula Carotida-Cavernosa,,"1,635",0,0
39130150,Embolizacao de Tumores Osseos E Musculares,,818,0,0
39130169,Tratamento da Hemoptise Por Embolizacao,,818,0,0
39130177,Embolizacao Para Tratamento Impotencia Sexual,,800,0,0
40010015,Comissurotomia Valvar,,"1,800",2,6
40010031,Troca Valvar,,"2,000",3,6
40010058,Plastia Valvar,,"2,000",3,6
40010066,Ampliacao Do Anel Valvar,,"2,000",3,6
40020010,Aneurismectomia de Ventriculo Esquerdo,,"2,500",3,6
40020045,Revascularizacao do Miocardio,,"2,000",3,6
40030016,Canal Arterial Persistente - Correcao Cirurgica,,"1,450",2,5
40030024,Coarctacao da Aorta - Correcao Cirurgica,,"1,450",2,5
40030032,Confeccao De Bandagem Da Arteria Pulmonar,,"1,500",2,6
40030040,Correcao Cirurgica Da Comunicacao Interatrial,,"1,500",3,6
40030059,Correcao Da Comunicacao Interventricular,,"2,000",3,6
40030067,"Cir.De Ampliacao Anel Valvar,Atrio,Ventriculo",,"1,750",3,6
40030075,"Resseccao (Septo,Membranas,Infundibulo,Bandas)",,"2,000",3,6
40030083,"Transposicoes (Vasos,Camaras)",,"2,500",3,6
40030091,Redirecionamento Do Fluxo Sanguineo,,"2,000",3,6
40040011,Aneurisma Aorta Toracica - Correcao Cirurgica,,"2,500",3,6
40040020,Aneurisma Toraco-Abdominal - Correcao Cirurgica,,"2,500",3,7
40040038,"Cardiotomia (Ferimento, Corpo Estranho etc)",,"1,500",2,4
40040046,Colocacao de Balao Intraortico,,950,1,4
40040054,Drenagem do Pericardio,,800,2,4
40040062,Pericardiocentese,,250,1,0
40040070,Pericardiectomia,,"1,300",2,4
40040089,Transplante Cardiaco,,"3,500",3,7
40040097,Biopsia do Miocardio,,800,1,5
40040100,Instalacao De Circulacao Extra-Corporea,,800,2,6
40040119,Instal.Circ.Extra-Corporea Em Criancas(-10Kg),,"1,450",2,7
40040135,Inst.Marca-Passo Epimiocardio Temporario,,300,1,4
40040143,Inst.Cateteres Intracavitarios P/Monitorizacao,,300,1,3
40040151,Inst.Circuito P/Ass.Mecanica Circulatoria,,"1,450",2,5
40040160,Manutencao Circ.Ass. Mecanica Circulatoria(6H),,500,0,0
40040178,Correcao Cirurgica Das Arritmias,,"2,000",3,5
40040186,Embolectomia Pulmonar,,"1,450",3,6
40040194,Retirada De Orgaos Para Transplante,,"1,500",2,3
40050025,Recolocacao de Eletrodo de Marca Passo,,800,1,3
40050033,Troca de Gerador de Marca Passo,,800,1,3
40050041,"Implante Desfibrilador Interno,Placas,Eletrodo",,"2,000",3,0
40050050,Implante De Eletrodo Atrial,,600,1,0
40050068,Implante De Eletrodo Ventricular,,500,1,0
40050076,Implante De Eletrodo Atrial E Ventricular,,900,0,0
40050084,Implante De Gerador,,500,1,0
40050092,Retirada Do Sistema(Marca-Passo),,500,1,0
40060012,Honorarios de Perfusionista,,800,0,0
40080013,Cateterismo De Camaras Cardiacas Direitas,,150,1,2
40080021,Cateterismo De Camaras Cardiacas Esquerdas,,250,1,2
40080030,Cateterismo Camaras Cardiacas Direita/Esquerda,,300,1,3
40080048,Cateterismo Camaras Cardiacas Tec.Trans-Septal,,400,1,3
40080056,Cateterismo Camara Cardiaca C/Teste Sobrecarga,,400,1,3
40080064,Aval.Hemod.Da Reatividade Vascular Pulmonar,,400,1,3
40080072,Catet. Camaras Cardiacas D. C/Cineangiografia,,800,1,3
40080080,Catet. Camaras Cardiacas E. C/Cineangiografia,,850,1,3
40080099,Catet.Camaras Cardiacas D/E C/Cineangiografia,,900,1,4
40080102,Catet.Camaras Cardiacas D/E P/Tonica Transeptal,,"1,000",1,4
40080110,Cat.Camar.Cardiacas D/E+Cineangio Biventricular,,950,1,4
40080129,Cat.Camar.Cardiacas D+Cineangio+Angiografia,,850,1,4
40080137,Cat.Cam.Cardiacas E+Cineangio+Angiografia,,900,1,4
40080145,Cat.Cam.Cardiacas D/E+Cineangio+Angiografia,,950,1,4
40080153,Cat.Cam.CardiacasD/E+Cineangio C/Sobrecargas,,"1,000",1,4
40080161,Aval.Hemo.Reat.Vasc.Pulmo.C/ Estudo Cineangio.,,"1,000",1,3
40080170,Diag.Anatomico Das Conexoes Sist.Pulmonares,,950,1,3
40080188,Indiv.Reperc.Hemod.Fistulas A-V Pulmonares,,"1,000",1,3
40080196,Estudo Hemod.Candidatos P/Transplante Cardiaco,,"1,100",1,3
40080200,Catet.De Camaras E.C/Estudo Cinecoronariograf.,,950,1,3
40080218,Cat.Camaras D/E +Estudo Cinecoronariografico,,"1,000",1,3
40080226,Cat.Camaras D/E +Cinecoronariografia+Estimul.,,"1,100",1,4
40080234,Cat.Camar.D/E Tecnica Transeptal+Cinecoronar.,,"1,100",1,4
40080242,Cat.Camar.D/E+Cinecoronario+Revascularizacao,,"1,250",1,4
40080250,Cat.Camar.E+Cinecoronario+Est.Cineangiografico,,"1,250",1,3
40080269,Catet.Camara E.+Cinecoronario+Colangiog. Aorta,,"1,250",1,3
40080277,Catet.E.+Estudo Cineangiografico Da Aorta,,850,1,3
40080285,Cat.E Ou E+D+Cinecoron.+Inv.Espasmo Coronario,,"1,100",1,4
40080293,Metabolismo Miocardico+Catet.Seio Cavernoso,,800,1,3
40080307,Metabol.Miocard.+Cat.Seio Ven.+Cinecoronariog.,,"1,250",1,4
40080315,Biopsia Endomiocardica Percutanea,,800,1,2
40080323,Biopsia.Endomiocardica+Cat.D/E+Cineangiografia,,"1,000",1,3
40080331,Biopsia Endomiocardica+Cat.D/E+Cinecoronariog.,,"1,250",1,3
40080340,Angiografia Por Subtracao Digital Via Venosa,,600,1,3
40080358,Angiografia Por Subtracao Digital Via Arterial,,600,1,3
40080366,Angiografia Por Subtracao Digital Da Aorta,,600,1,3
40080374,Angiografia Por Subtracao Digital Cav.Cardiaca,,600,1,3
40080382,Angiografia Por Subtr.Digital Arteria Coronaria,,950,1,3
40080390,Estudo Eletrofisiol. Intracav.Do Sist.Conducao,,300,1,3
40080404,Eletrofis.Intracav.Sist.Cond.Sob Acao Farmacol,,400,1,4
40080412,Mapeamento De Feixes Anomalos E Focos Ectopicos,,950,1,3
40080420,Mapeam.Feixes Anomal.+F.Ectopicos+Prov.Farmaco,,"1,050",1,4
40090019,Angioplastia Transluminal Coronaria 1 vaso,,"1,300",2,3
40090027,Angioplastia Transluminal De Vasos Multiplos,,"1,500",2,4
40090035,Angioplastia Transluminal Coronaria C/ Baloes,,"1,500",2,3
40090043,Angioplastia Transluminal C/ Circul.Assistida,,"1,500",2,4
40090051,Aterectomia Coronaria Transluminal Percutanea,,"1,500",2,3
40090060,Implante De Endo-Protese Intracoronaria,,"1,500",2,4
40090078,Trombolise Intracoronaria,,"1,100",2,3
40090094,Valvotomia Percutanea Por Via Venosa,,"1,250",2,3
40090108,Valvotomia Percutanea Por Via Arterial,,"1,300",2,3
40090116,Valvotomia Percutanea Por Via Transeptal,,"1,350",2,3
40090124,Aortoplastia Transluminal Percutanea,,"1,300",2,3
40090132,Angiop. Transl. Perc. Em Estenose Art.Pulmonar,,"1,300",2,4
40090140,Angiop. Transl. Perc. Em Conex Sist-Pulmonares,,"1,300",2,4
40090159,Angiop. Transl. Percut. Estenoses Ven.Centrais,,"1,250",2,4
40090167,Angiop.Transl.Perc. Ramificacoes Da Aorta,,850,2,4
40090175,Implante Transl.Percut.Endo-Protese Intravasc.,,"1,050",2,4
40090183,Emboloterapia Nas Fistulas A.V. Pulmonares,,"1,450",2,5
40090191,Emboloterapia Nas Conexoes Sistemico-Pulmonares,,"1,450",2,5
40090205,Oclusao Percutanea De P.C.A.,,"1,450",2,4
40090213,Oclusao Percut. Defeitos Septais Intracardiacos,,"1,450",2,4
40090221,Retirada Perc. Corpos Extranhos Sist.Circulat.,,"1,300",1,3
40090230,Retirada Perc.De Embolos Pulmonares,,"1,450",1,4
40090248,Oclusao De Veia Cava Inferior Com Filtros,,800,1,3
40090256,Implante Percutaneo De Balao Intra-Aortico,,950,1,3
40090264,Implante De Eletrodo De Marca-Passo Temporario,,250,1,3
40090272,Atriosseptostomia Por Cateter Ou Lamina,,800,1,4
40090280,Pericardiocentese Apos Cateterismo Complicado,,250,1,3
40090299,Pericardiostomia C/Utilizacao De Cateter Balao,,800,1,4
40090302,Controle De Hemorragias Por Cateter Balao,,"1,450",2,5
41010019,Biopsia de Labio,,50,0,0
41010027,Excisao Em Cunha do Labio,,250,1,1
41010035,Excisao do Labio C/Reconstrucao C/ Retalho,,850,2,3
41010043,Excisao do Labio Com Plastica de Vermelhao,,850,2,3
41010051,Excisao Com Reconstrucao Total do Labio,,"1,300",3,5
41010060,Excisao Labio +Retalho +Esvaziamento cervical,,"1,400",3,4
41010078,Excisao Labio +Retalho +Esvaziam.cerv.bilateral,,"1,900",3,5
41020014,Biopsia da Boca,,50,0,1
41020022,Excisao de Tumores da Boca Com Sutura,,250,1,1
41020030,Excisao de Tumores Malignos da Boca,,600,1,2
41020049,Excisao Lesao Maligna da Boca Com Reconstrucao,,"1,100",2,4
41020057,Pull Trough P/Tumores Boca +Esvaz. Unilateral,,"1,400",3,5
41020065,Pull Trough P/Tumores Boca +Esvaz. Bilateral,,"1,700",3,5
41020073,Operacao Composta Boca +Esvaziamento Unilateral,,"1,400",3,5
41020081,Operacao Composta Boca +Esvaziamento Bilateral,,"1,700",3,5
41020090,Operacao Boca +Esvaziamento Unilateral +Retalho,,"1,900",3,6
41020103,Operacao Boca +Esvaziamento Bilateral +Retalho,,"2,200",3,6
41020111,Operacao Boca +Esvaziamento Unilt. +Retalho mio,,"3,000",4,6
41030010,Biopsia da Lingua,,50,0,1
41030028,Glossectomia Parcial,,600,1,3
41030036,Glossectomia e Pelvectomia,,"1,100",1,4
41030044,Glossectomia +Pelvectomia +Mandibulectomia,,"1,500",3,5
41030052,Glossectomia +Pelvectomia +Mandibulectomia bil.,,"1,700",3,5
41030060,Glossectomia +Pelvectomia +Mandibulectomia,,"2,200",3,6
41030079,Glossectomia Com Mandibulectomia e Esvaziamento,,"3,000",4,6
41040015,Biopsia de Glandula Salivar,,100,0,1
41040023,Resseccao de Tumor de Glandula Sub-Lingual,,850,2,3
41040031,Resseccao de Tumor de Glandula Sub-Mandibular,,850,2,3
41040040,Resseccao de Tumor de Parotida,,"1,400",3,5
41040058,Resseccao Tumor Parotida+Enxerto Nervo Facial,,"2,200",3,6
41040066,Parotidectomia Total,,"1,100",2,5
41040074,Parotidectomia Total +Resseccao Pele +Retalho,,"1,200",3,5
41040082,Parotidectomia Total +Resseccao Ramo Mandibula,,"1,200",2,5
41040090,Resseccao Tumor Glandula Salivar C/Esvaziamento,,"1,400",2,5
41040104,Resseccao de Tumor Pequenas Glandulas Salivares,,700,2,3
41040112,Resseccao Gland.Salivares A Custa De Retalhos,,"1,000",3,4
41050010,Biopsia do Cavum e Orofaringe,,80,0,0
41050029,Biopsia do Hipofaringe,,100,0,0
41050037,Resseccao de Tumor do Rinofaringe,,600,2,4
41050045,Resseccao de Tumores do Faringe C/ Retalhos,,"1,400",2,5
41050053,Extirpacao Tumor Rinofaringe Via Transpalatina,,"1,600",2,4
41050061,Resseccao de Tumor do Faringe - Base da Lingua,,"1,400",2,5
41050070,Faringolaringectomia,,"1,200",2,5
41050096,Faringolaringectomia +Esvaziamento Cervical Bil,,"1,700",3,5
41050100,Faringolaringectomia +Esvaz.Cervical +Reconst.,,"3,000",4,7
41060016,Laringectomia Parcial - Cordectomia,,900,2,4
41060024,Laringectomia Fronto-Lateral,,"1,100",2,4
41060032,Laringectomia Total,,"1,200",2,4
41060040,Laringectomia Total C/ Reconstrucao P/ Fonacao,,"1,500",2,5
41060059,Laringectomia Total Com Esvaziamento Cervical,,"1,500",3,5
41060067,Laringectomia Total +Esvaziamento Cervical Bil.,,"1,700",3,6
41060075,Laringectomia Parcial,,"1,200",2,5
41060083,Laringectomia Parcial+Esvaz.Cervical Unilateral,,"1,400",3,5
41060091,Laringectomia Parcial+Esvaz.Cervical Bilateral,,"1,700",3,5
41060105,Laringofissura,,750,2,4
41070011,Biopsia de Palpebra,,100,0,0
41070020,Resseccao de Tumores Palpebrais C/Reconstrucao,,600,2,3
41070038,Resseccao de Tumores Palpebrais e Reconstrucao,,"1,100",2,4
41070046,Resseccao de Tumores da Cavidade Orbitaria,,"1,100",2,5
41070054,Exenteracao,,"1,200",2,5
41070062,Resseccao de Tumor Em Orbita Fechada,,"1,600",3,5
41070070,Exenteracao - Parotidectomia + Esvaziamento,,"1,700",3,5
41070089,Exenteracao de Orbita Com Enxerto Ou Retalho,,"2,100",3,5
41080017,Biopsia do Nariz,,80,0,0
41080025,Exerese de Tumor Por Rinotomia Lateral,,900,2,2
41080033,Exerese de Tumor de Pele do Nariz,,250,1,1
41080041,Exerese de Tumor do Nariz e Enxerto Livre,,900,2,3
41080050,Exerese do Nariz C/Pele +Cartilagem C/Reconst.,,950,2,3
41080068,Exerese de Tumor do Nariz C/Reconstrucao Total,,"1,200",2,4
41090012,Biopsia de Pavilhao Auricular,,80,0,0
41090020,Exerese de Tumor de Pavilhao Auricular,,250,1,2
41090039,Exerese Tumor Pavilhao Auricular C/Reconstrucao,,900,2,3
41090047,Resseccao Tumor de Pavilhao Auricular+Temporal,,"2,500",3,7
41100018,Biopsia de Seios Paranasais,,100,0,0
41100026,Resseccao do Meso e Intraestrutura do Maxilar,,900,2,3
41100034,Resseccao Maxilar Superior Incluindo Orbita,,"1,500",3,5
41100042,Resseccao do Maxilar Superior e Reconstrucao,,"1,600",3,6
41110013,Biopsia de Mandibula,,200,1,1
41110021,Resseccao Parcial de Mandibula,,900,2,4
41110030,Resseccao Parcial de Mandibula C/Enxerto Osseo,,"1,200",2,4
41110048,Hemimandibulectomia,,"1,100",2,4
41110056,Hemimandibulectomia Com Colocacao de Protese,,"1,200",2,5
41110064,Hemimandibulectomia Com Enxerto Osseo,,"1,400",3,5
41110072,Mandibulectomia C/Reconstrucao,,"1,800",3,5
41110080,Mandibulectomia C/ Reconstrucao Microcirurgica,,"2,000",3,6
41120019,Linfadenectomia Superficial do Pescoco,,200,1,0
41120027,Linfadenectomia Profunda do Pescoco,,350,1,1
41120035,Esvaziamento Cervical Parcial Unilateral,,600,2,3
41120043,Esvaziamento Cervical Parcial Bilateral,,900,2,3
41120051,Esvaziamento Cervical Radical Unilateral,,"1,100",2,4
41120060,Esvaziamento Cervical Radical Bilateral,,"1,600",3,5
41120078,Esvaziamento Cervical Radical Ampliado,,"1,400",3,5
41130014,Exerese Cisto Ou Fistula Branquial do Pescoco,,550,2,3
41130022,Exerese de Cisto Ou Fistula Tireoglosso,,550,2,3
41130030,Exerese de Tumores Benignos do Pescoco,,500,2,3
41130049,Resseccao de Tumor Glomico do Pescoco,,"1,400",3,5
41130057,Costela Cervical: Tratamento Cirurgico,,900,2,3
41130065,Escalenotomia,,500,1,3
41130073,Ligadura de Carotida,,900,2,3
41130081,Traqueostomia,,500,1,2
42010012,Exame Bacterioscopico Lesao Cutanea/Muco/Linfa,,30,0,0
42010020,Exame Citologico de Lesao Cutanea,,30,0,0
42010039,Exame Micologico Direto,,30,0,0
42010047,Exame Micologico-Cultura +Identificacao Colonia,,30,0,0
42010055,Intra-Dermo Reacao - Por Unidade,,27,0,0
42010063,Testes Epicutaneos - Por Grupo Ate 05 Unidades,,40,0,0
42010071,Tricograma,,50,0,0
42020026,Actinoterapia - Por Sessao,,20,0,0
42020042,Calosidade E/Ou Mal Perfurante: Desbastamentos,,100,0,0
42020050,Crioterapia (Neve Carbonica) P/Sessao 5 lesoes,,70,0,0
42020069,"Crioterapia (Nitrog, Liquido) P/Sessao 5 lesoes",,120,0,0
